H15,Antepechos,,Impermeabilización de muros,TRUE,TRUE,TRUE,TRUE
H17,Vertical A y P con hidrófugo,,Impermeabilización de muros,TRUE,TRUE,TRUE,TRUE
H18,Emulsión asfáltica c/velo vidrio s/muro,,Impermeabilización de muros,TRUE,TRUE,TRUE,TRUE
H21,Contrapiso de cascote,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H22,Alisado arena y portland sobre contrapisos o sobre impermeabilización,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H23,Colocación de espumaplast,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H24,Colocación de impermeabilización,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H25,Polietileno,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H26,Colocación de ladrillos o tejuelas,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H27,Puente de adherencia sobre hormigón,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H28,Acondicionamiento de pretiles,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H29,Ejecución losetas de hormigón,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H29,Colocación losetas de hormigón,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H30,Lechada de arena  y portland sobre losa,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H301,Techo chapa sobre correas y tirantes,,Impermeabilización de azotea,TRUE,TRUE,TRUE,TRUE
H31,Relleno de juntas en pisos y muros,,Juntas de dilatación,TRUE,TRUE,TRUE,TRUE
H43,Junta dilatación azotea,,Juntas de dilatación,TRUE,TRUE,TRUE,TRUE
I11,Colocación de azulejos y cerámica en pared,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I12,Colocación revestimiento grandes piezas,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I13,Escalón duchero,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I14,Mesada de mármol o granito,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
I15,Frontalín de fibrocemento,,REVESTIMIENTOS Y AMURES,TRUE,TRUE,TRUE,TRUE
